# Simulation 1 (Up to date)
# 473 data points written for 57 variables.
#
# Время (s),Высота (m),Altitude above sea level (m),Вертикальная скорость (m/s),Общая скорость (m/s),Вертикальное ускорение (m/s²),Общее ускорение (m/s²),Положение по ветру (m),Положение против ветра (m),Боковая дистанция (m),Боковое направление (°),Боковая скорость (m/s),Боковое ускорение (m/s²),Широта (° С),Долгота (° В),Угол атаки (°),Угловая скорость крена (°/s),Угловая скорость тангажа (°/s),Угловая скорость рысканья (°/s),Вертикальная ориентация (зенит) (°),Продольная ориентация (азимут) (°),Масса (g),Масса топлива (g),Продольный момент инерции (kg·m²),Крутящий момент инерции (kg·m²),Гравитационное ускорение (m/s²),Положение ЦД (cm),Положение ЦТ (cm),Запас устойчивости в калибрах (​),Тяга (N),Thrust-to-weight ratio (​),Сила аэродинамического сопротивления (N),Коэффициент аэродинамического сопротивления (​),Коэффициент давления аэродинамического сопротивления (​),Коэффициент базового аэродинамического сопротивления (​),Коэффициент осевого аэродинамического сопротивления (​),Коэффициент нормализации тяги (​),Коэффициент момента тангажа (​),Коэффициент момента рысканья (​),Коэффициент боковой тяги (​),Коэффициент момента крена (​),Коэффициент усиления крена (​),Коэффициент затухания крена (​),Коэффициент затухания тангажа (​),Скорость ветра (m/s),Wind direction (°),Температура воздуха (°C),Давление воздуха (mbar),Air density (g/cm³),Скорость звука (m/s),Число Маха (​),Число Рейнольдса (​),Характерная длина миделя (cm),Характерная площадь (cm²),Временной шаг расчета (s),Время расчета (s),Кориолисово ускорение (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
40.759,88.055,88.055,-4.114,4.472,0.002,0.184,-43.658,9.372e-4,43.658,270.001,1.752,0.184,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.829,90,14.428,1002.923,0.001,340.042,0.012,1.299e5,4,12.566,0.21,0.271,5.854e-4
40.969,87.191,87.191,-4.114,4.487,-8.624e-4,0.036,-44.03,9.263e-4,44.03,270.001,1.79,0.036,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.806,90,14.433,1003.024,0.001,340.045,0.012,1.298e5,4,12.566,0.21,0.271,5.879e-4
41.179,86.326,86.326,-4.114,4.49,9.818e-4,0.071,-44.407,9.153e-4,44.407,270.001,1.798,0.071,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.768,90,14.439,1003.125,0.001,340.049,0.012,1.299e5,4,12.566,0.21,0.271,5.884e-4
41.389,85.462,85.462,-4.114,4.484,0.022,0.648,-44.783,9.044e-4,44.783,270.001,1.783,0.647,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.981,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.512,90,14.444,1003.227,0.001,340.052,0.012,1.301e5,4,12.566,0.21,0.271,5.874e-4
41.599,84.599,84.599,-4.109,4.427,-0.013,0.377,-45.143,8.933e-4,45.143,270.001,1.647,0.377,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.806,90,14.45,1003.328,0.001,340.056,0.012,1.298e5,4,12.566,0.21,0.271,5.784e-4
41.809,83.734,83.734,-4.112,4.46,-0.002,0.308,-45.498,8.826e-4,45.498,270.001,1.726,0.308,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.856,90,14.456,1003.429,0.001,340.059,0.012,1.299e5,4,12.566,0.21,0.271,5.836e-4
42.019,82.87,82.87,-4.112,4.485,0.007,0.467,-45.867,8.72e-4,45.867,270.001,1.791,0.467,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.973,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.987,90,14.461,1003.531,0.001,340.062,0.012,1.3e5,4,12.566,0.21,0.271,5.877e-4
42.229,82.007,82.007,-4.111,4.524,-0.008,0.219,-46.254,8.613e-4,46.254,270.001,1.889,0.219,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.797,90,14.467,1003.632,0.001,340.066,0.012,1.298e5,4,12.566,0.21,0.271,5.941e-4
42.44,81.143,81.143,-4.112,4.507,0.015,0.579,-46.646,8.502e-4,46.646,270.001,1.843,0.579,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.978,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.086,90,14.473,1003.733,0.001,340.069,0.012,1.301e5,4,12.566,0.21,0.271,5.912e-4
42.65,80.279,80.279,-4.109,4.555,-0.016,0.018,-47.046,8.39e-4,47.046,270.001,1.965,0.007,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.963,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.962,90,14.478,1003.835,0.001,340.073,0.012,1.298e5,4,12.566,0.21,0.271,5.991e-4
42.86,79.415,79.415,-4.113,4.557,0.026,0.699,-47.459,8.275e-4,47.459,270.001,1.963,0.699,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.983,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.256,90,14.484,1003.936,0.001,340.076,0.012,1.302e5,4,12.566,0.21,0.271,5.994e-4
43.07,78.552,78.552,-4.107,4.618,-0.016,0.397,-47.886,8.157e-4,47.886,270.001,2.11,0.397,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.965,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.277,90,14.489,1004.037,0.001,340.079,0.012,1.298e5,4,12.566,0.21,0.272,6.093e-4
43.28,77.688,77.688,-4.111,4.659,-0.006,0.156,-48.339,8.035e-4,48.339,270.001,2.194,0.156,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.128,90,14.495,1004.138,0.001,340.083,0.012,1.299e5,4,12.566,0.21,0.272,6.159e-4
43.49,76.825,76.825,-4.112,4.645,0.005,0.336,-48.796,7.908e-4,48.796,270.001,2.161,0.336,28.61,-80.6,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.02,90,14.501,1004.24,0.001,340.086,0.012,1.3e5,4,12.566,0.21,0.272,6.136e-4
43.7,75.961,75.961,-4.111,4.612,0.003,0.388,-49.242,7.777e-4,49.242,270.001,2.09,0.388,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.928,90,14.506,1004.341,0.001,340.09,0.012,1.3e5,4,12.566,0.21,0.272,6.082e-4
43.91,75.098,75.098,-4.11,4.575,-0.004,0.236,-49.673,7.647e-4,49.673,270.001,2.009,0.236,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91,90,14.512,1004.442,0.001,340.093,0.012,1.299e5,4,12.566,0.21,0.272,6.023e-4
44.12,74.235,74.235,-4.111,4.554,0.006,0.401,-50.09,7.518e-4,50.09,270.001,1.959,0.401,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.972,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.791,90,14.517,1004.544,0.001,340.096,0.012,1.3e5,4,12.566,0.21,0.272,5.989e-4
44.33,73.372,73.372,-4.11,4.517,-0.007,0.054,-50.492,7.393e-4,50.492,270.001,1.875,0.054,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.853,90,14.523,1004.645,0.001,340.1,0.012,1.299e5,4,12.566,0.21,0.272,5.93e-4
44.54,72.508,72.508,-4.111,4.514,6.495e-4,0.004,-50.885,7.271e-4,50.885,270.001,1.864,0.004,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.865,90,14.529,1004.746,0.001,340.103,0.012,1.299e5,4,12.566,0.21,0.272,5.924e-4
44.75,71.645,71.645,-4.111,4.514,0.011,0.445,-51.276,7.153e-4,51.276,270.001,1.864,0.445,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.974,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.051,90,14.534,1004.847,0.001,340.107,0.012,1.301e5,4,12.566,0.21,0.272,5.925e-4
44.96,70.783,70.783,-4.109,4.552,-0.009,0.071,-51.677,7.036e-4,51.677,270.001,1.958,0.07,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.965,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.929,90,14.54,1004.948,0.001,340.11,0.012,1.299e5,4,12.566,0.21,0.272,5.986e-4
45.17,69.919,69.919,-4.111,4.547,0.014,0.508,-52.087,6.919e-4,52.087,270.001,1.943,0.508,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.976,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.731,90,14.546,1005.05,0.001,340.113,0.012,1.301e5,4,12.566,0.21,0.272,5.978e-4
45.38,69.057,69.057,-4.108,4.5,-0.008,0.299,-52.484,6.801e-4,52.484,270.001,1.837,0.299,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.962,90,14.551,1005.151,0.001,340.117,0.012,1.299e5,4,12.566,0.21,0.272,5.902e-4
45.59,68.194,68.194,-4.11,4.527,0.011,0.536,-52.876,6.683e-4,52.876,270.001,1.899,0.536,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.976,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.125,90,14.557,1005.252,0.001,340.12,0.012,1.301e5,4,12.566,0.21,0.272,5.946e-4
45.8,67.331,67.331,-4.107,4.574,-0.014,0.031,-53.287,6.567e-4,53.287,270.001,2.012,0.027,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.964,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.001,90,14.562,1005.353,0.001,340.124,0.012,1.298e5,4,12.566,0.21,0.273,6.022e-4
46.01,66.469,66.469,-4.11,4.574,7.786e-4,0.02,-53.708,6.449e-4,53.708,270.001,2.006,0.02,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.998,90,14.568,1005.454,0.001,340.127,0.012,1.299e5,4,12.566,0.21,0.273,6.021e-4
46.22,65.606,65.606,-4.11,4.572,8.503e-4,0.04,-54.129,6.328e-4,54.129,270.001,2.002,0.04,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.986,90,14.574,1005.556,0.001,340.13,0.012,1.299e5,4,12.566,0.21,0.273,6.018e-4
46.429,64.744,64.744,-4.11,4.568,0.014,0.52,-54.548,6.206e-4,54.548,270.001,1.994,0.52,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.976,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.776,90,14.579,1005.657,0.001,340.134,0.012,1.301e5,4,12.566,0.21,0.273,6.012e-4
46.639,63.881,63.881,-4.107,4.519,-0.001,0.476,-54.955,6.083e-4,54.955,270.001,1.885,0.476,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.085,90,14.585,1005.758,0.001,340.137,0.012,1.3e5,4,12.566,0.21,0.273,5.933e-4
46.849,63.019,63.019,-4.107,4.561,-0.009,0.168,-55.362,5.963e-4,55.362,270.001,1.985,0.168,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.965,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.915,90,14.59,1005.859,0.001,340.141,0.012,1.299e5,4,12.566,0.21,0.273,6.002e-4
47.059,62.157,62.157,-4.109,4.548,1.224e-4,0.122,-55.775,5.843e-4,55.775,270.001,1.949,0.122,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.001,90,14.596,1005.96,0.001,340.144,0.012,1.3e5,4,12.566,0.21,0.273,5.98e-4
47.269,61.294,61.294,-4.109,4.559,0.017,0.581,-56.186,5.722e-4,56.186,270.001,1.975,0.581,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.978,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.732,90,14.602,1006.061,0.001,340.147,0.012,1.302e5,4,12.566,0.21,0.273,5.998e-4
47.479,60.433,60.433,-4.105,4.504,-0.016,0.023,-56.588,5.602e-4,56.588,270.001,1.853,0.016,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.963,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,90,14.607,1006.162,0.001,340.151,0.012,1.298e5,4,12.566,0.21,0.273,5.91e-4
47.689,59.57,59.57,-4.109,4.509,0.01,0.431,-56.977,5.483e-4,56.977,270.001,1.856,0.431,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.974,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.037,90,14.613,1006.263,0.001,340.154,0.012,1.301e5,4,12.566,0.21,0.273,5.917e-4
47.899,58.708,58.708,-4.107,4.545,-0.002,0.356,-57.376,5.366e-4,57.376,270.001,1.947,0.356,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.798,90,14.618,1006.364,0.001,340.158,0.012,1.3e5,4,12.566,0.21,0.273,5.976e-4
48.109,57.846,57.846,-4.107,4.514,0.001,0.372,-57.777,5.249e-4,57.777,270.001,1.872,0.372,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028,90,14.624,1006.466,0.001,340.161,0.012,1.3e5,4,12.566,0.21,0.273,5.925e-4
48.318,56.985,56.985,-4.107,4.546,-0.001,0.314,-58.178,5.132e-4,58.178,270.001,1.95,0.314,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.819,90,14.63,1006.567,0.001,340.164,0.012,1.3e5,4,12.566,0.21,0.273,5.978e-4
48.528,56.123,56.123,-4.107,4.519,-0.004,0.059,-58.581,5.015e-4,58.581,270,1.884,0.059,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.909,90,14.635,1006.668,0.001,340.168,0.012,1.299e5,4,12.566,0.21,0.273,5.933e-4
48.738,55.261,55.261,-4.108,4.525,0.003,0.235,-58.977,4.897e-4,58.977,270,1.897,0.235,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.798,90,14.641,1006.769,0.001,340.171,0.012,1.3e5,4,12.566,0.21,0.274,5.943e-4
48.948,54.399,54.399,-4.107,4.504,-0.002,0.04,-59.37,4.781e-4,59.37,270,1.847,0.04,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.967,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.865,90,14.646,1006.87,0.001,340.175,0.012,1.3e5,4,12.566,0.21,0.274,5.909e-4
49.158,53.538,53.538,-4.108,4.507,0.01,0.435,-59.758,4.665e-4,59.758,270,1.856,0.435,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.974,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.038,90,14.652,1006.971,0.001,340.178,0.012,1.301e5,4,12.566,0.21,0.274,5.915e-4
49.367,52.676,52.676,-4.105,4.544,-0.001,0.389,-60.157,4.55e-4,60.157,270,1.947,0.389,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.111,90,14.658,1007.072,0.001,340.181,0.012,1.3e5,4,12.566,0.21,0.274,5.974e-4
49.577,51.815,51.815,-4.106,4.58,-0.007,0.071,-60.574,4.434e-4,60.574,270,2.029,0.07,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.058,90,14.663,1007.173,0.001,340.185,0.012,1.299e5,4,12.566,0.21,0.274,6.032e-4
49.787,50.953,50.953,-4.107,4.587,0.007,0.342,-61.001,4.315e-4,61.001,270,2.043,0.342,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.972,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.187,90,14.669,1007.274,0.001,340.188,0.012,1.301e5,4,12.566,0.21,0.274,6.044e-4
49.997,50.092,50.092,-4.106,4.619,-0.002,0.25,-61.437,4.193e-4,61.437,270,2.115,0.25,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.01,90,14.674,1007.375,0.001,340.192,0.012,1.3e5,4,12.566,0.21,0.274,6.095e-4
50.206,49.231,49.231,-4.106,4.595,-0.001,0.14,-61.876,4.068e-4,61.876,270,2.063,0.14,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.122,90,14.68,1007.476,0.001,340.195,0.012,1.3e5,4,12.566,0.21,0.274,6.057e-4
50.416,48.37,48.37,-4.106,4.609,0.012,0.483,-62.311,3.941e-4,62.311,270,2.092,0.483,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.975,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.89,90,14.686,1007.577,0.001,340.198,0.012,1.302e5,4,12.566,0.21,0.274,6.079e-4
50.626,47.509,47.509,-4.104,4.561,-0.009,0.196,-62.739,3.814e-4,62.739,270,1.991,0.196,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.073,90,14.691,1007.678,0.001,340.202,0.012,1.3e5,4,12.566,0.21,0.274,6.003e-4
50.836,46.648,46.648,-4.106,4.581,0.005,0.355,-63.161,3.688e-4,63.161,270,2.032,0.355,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.181,90,14.697,1007.779,0.001,340.205,0.012,1.301e5,4,12.566,0.21,0.274,6.035e-4
51.045,45.787,45.787,-4.105,4.614,0.004,0.442,-63.595,3.563e-4,63.595,270,2.107,0.442,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.972,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.292,90,14.702,1007.88,0.001,340.209,0.012,1.301e5,4,12.566,0.21,0.274,6.088e-4
51.255,44.926,44.926,-4.104,4.656,-0.009,0.078,-64.047,3.437e-4,64.047,270,2.199,0.078,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.965,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,90,14.708,1007.981,0.001,340.212,0.012,1.3e5,4,12.566,0.21,0.275,6.156e-4
51.465,44.065,44.065,-4.106,4.665,0.004,0.257,-64.51,3.308e-4,64.51,270,2.215,0.257,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.97,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.108,90,14.714,1008.082,0.001,340.215,0.012,1.301e5,4,12.566,0.21,0.275,6.17e-4
51.674,43.204,43.204,-4.105,4.639,-0.001,0.151,-64.969,3.176e-4,64.969,270,2.162,0.151,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,90,14.719,1008.183,0.001,340.219,0.012,1.3e5,4,12.566,0.21,0.275,6.129e-4
51.884,42.344,42.344,-4.105,4.625,6.47e-4,0.141,-65.419,3.043e-4,65.419,270,2.13,0.141,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.968,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.189,90,14.725,1008.284,0.001,340.222,0.012,1.3e5,4,12.566,0.21,0.275,6.105e-4
52.094,41.483,41.483,-4.105,4.638,0.002,0.187,-65.868,2.91e-4,65.868,270,2.159,0.187,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.969,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.081,90,14.73,1008.385,0.001,340.225,0.012,1.3e5,4,12.566,0.21,0.275,6.127e-4
52.303,40.623,40.623,-4.105,4.62,0.006,0.357,-66.317,2.778e-4,66.317,270,2.12,0.356,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.971,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.27,90,14.736,1008.486,0.001,340.229,0.012,1.301e5,4,12.566,0.21,0.275,6.098e-4
52.513,39.762,39.762,-4.104,4.654,-0.005,0.069,-66.769,2.647e-4,66.769,270,2.195,0.069,28.61,-80.601,NaN,NaN,NaN,NaN,60.816,89.982,303.089,12,0.005,6.915e-5,9.792,0,21.117,-5.279,0,0,2.966,0,229.688,0,229.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.224,90,14.742,1008.587,0.001,340.232,0.012,1.3e5,4,12.566,0.21,0.275,6.153e-4
