# Simulation 1 (Up to date)
# 473 data points written for 57 variables.
#
# Время (s),Высота (m),Altitude above sea level (m),Вертикальная скорость (m/s),Общая скорость (m/s),Вертикальное ускорение (m/s²),Общее ускорение (m/s²),Положение по ветру (m),Положение против ветра (m),Боковая дистанция (m),Боковое направление (°),Боковая скорость (m/s),Боковое ускорение (m/s²),Широта (° С),Долгота (° В),Угол атаки (°),Угловая скорость крена (°/s),Угловая скорость тангажа (°/s),Угловая скорость рысканья (°/s),Вертикальная ориентация (зенит) (°),Продольная ориентация (азимут) (°),Масса (g),Масса топлива (g),Продольный момент инерции (kg·m²),Крутящий момент инерции (kg·m²),Гравитационное ускорение (m/s²),Положение ЦД (cm),Положение ЦТ (cm),Запас устойчивости в калибрах (​),Тяга (N),Thrust-to-weight ratio (​),Сила аэродинамического сопротивления (N),Коэффициент аэродинамического сопротивления (​),Коэффициент давления аэродинамического сопротивления (​),Коэффициент базового аэродинамического сопротивления (​),Коэффициент осевого аэродинамического сопротивления (​),Коэффициент нормализации тяги (​),Коэффициент момента тангажа (​),Коэффициент момента рысканья (​),Коэффициент боковой тяги (​),Коэффициент момента крена (​),Коэффициент усиления крена (​),Коэффициент затухания крена (​),Коэффициент затухания тангажа (​),Скорость ветра (m/s),Wind direction (°),Температура воздуха (°C),Давление воздуха (mbar),Air density (g/cm³),Скорость звука (m/s),Число Маха (​),Число Рейнольдса (​),Характерная длина миделя (cm),Характерная площадь (cm²),Временной шаг расчета (s),Время расчета (s),Кориолисово ускорение (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.057,24.593,24.593,63.293,63.435,62.854,63.302,0.774,-4.783e-5,0.774,90.004,4.253,7.516,28.61,-80.6,0.091,-2.685e-6,18.666,0.096,84.154,89.999,307.957,16.868,0.006,6.939e-5,9.792,27.548,21.423,1.531,24.086,7.987,1.595,0.286,0.102,0.125,0.513,0.008,0.012,7.284e-5,0,0,0,0,0.001,2.125,90,14.84,1010.366,0.001,340.292,0.187,2.017e6,4,12.566,0.05,0.073,0.008
1.107,27.826,27.826,65.869,66.024,40.162,40.316,0.994,-6.294e-5,0.994,90.004,4.526,3.525,28.61,-80.6,0.771,-6.937e-6,-15.113,0.012,85.032,89.992,306.662,15.573,0.006,6.933e-5,9.792,27.454,21.343,1.528,17.086,5.69,1.731,0.286,0.102,0.125,0.514,0.073,0.113,3.472e-4,0,0,0,0,-7.122e-4,2.093,90,14.819,1009.986,0.001,340.279,0.195,2.099e6,4,12.566,0.025,0.073,0.008
1.132,29.507,29.507,66.74,66.898,28.605,28.668,1.11,-6.888e-5,1.11,90.004,4.594,1.898,28.61,-80.6,1.106,-2.096e-6,-10.056,0.003,85.355,89.989,306.005,14.916,0.005,6.93e-5,9.792,27.409,21.302,1.527,13.539,4.518,1.781,0.286,0.102,0.125,0.516,0.107,0.163,4.479e-5,0,0,0,0,-3.071e-4,2.127,90,14.808,1009.789,0.001,340.273,0.197,2.127e6,4,12.566,0.017,0.074,0.009
1.149,30.641,30.641,67.159,67.318,20.862,20.886,1.188,-7.214e-5,1.188,90.003,4.618,1.017,28.61,-80.6,1.244,-1.266e-6,-5.718,-0.001,85.49,89.987,305.566,14.477,0.005,6.927e-5,9.792,27.391,21.274,1.529,11.167,3.732,1.805,0.286,0.102,0.125,0.516,0.121,0.185,-1.897e-4,0,0,0,0,-9.805e-5,2.15,90,14.801,1009.656,0.001,340.268,0.198,2.14e6,4,12.566,0.015,0.075,0.009
1.164,31.632,31.632,67.417,67.575,14.126,14.132,1.256,-7.448e-5,1.256,90.003,4.628,0.388,28.61,-80.6,1.297,-1.273e-6,-1.579,-0.004,85.544,89.986,305.185,14.096,0.005,6.926e-5,9.792,27.385,21.25,1.534,9.106,3.047,1.819,0.286,0.102,0.125,0.516,0.127,0.195,1.184e-4,0,0,0,0,-7.419e-6,2.163,90,14.794,1009.54,0.001,340.264,0.199,2.148e6,4,12.566,0.014,0.076,0.009
1.177,32.568,32.568,67.568,67.727,7.78,7.781,1.32,-7.626e-5,1.32,90.003,4.63,0.105,28.61,-80.6,1.29,-2.58e-6,2.44,-0.005,85.538,89.985,304.826,13.737,0.005,6.924e-5,9.792,27.386,21.227,1.54,7.166,2.401,1.827,0.286,0.103,0.125,0.516,0.126,0.194,3.664e-4,0,0,0,0,1.764e-5,2.176,90,14.788,1009.43,0.001,340.261,0.2,2.152e6,4,12.566,0.014,0.077,0.009
1.191,33.502,33.502,67.632,67.79,1.45,1.54,1.384,-7.763e-5,1.384,90.003,4.626,0.519,28.61,-80.6,1.23,-3.289e-6,6.378,-0.004,85.477,89.985,304.468,13.379,0.005,6.922e-5,9.792,27.393,21.205,1.547,5.23,1.754,1.83,0.286,0.103,0.125,0.516,0.12,0.185,-4.791e-4,0,0,0,0,1.203e-4,2.188,90,14.782,1009.321,0.001,340.257,0.2,2.154e6,4,12.566,0.009,0.078,0.009
1.2,34.097,34.097,67.627,67.785,-2.574,2.681,1.425,-7.831e-5,1.425,90.003,4.62,0.752,28.61,-80.6,1.165,-3.365e-6,8.76,-0.004,85.41,89.986,304.24,13.151,0.005,6.921e-5,9.792,27.402,21.19,1.553,4,1.343,1.829,0.286,0.103,0.125,0.516,0.113,0.175,4.316e-4,0,0,0,0,2.27e-4,2.196,90,14.778,1009.251,0.001,340.255,0.2,2.154e6,4,12.566,0.013,0.079,0.009
1.213,34.988,34.988,67.591,67.748,-3.005,3.061,1.485,-7.907e-5,1.485,90.003,4.611,0.588,28.61,-80.6,1.013,-3.119e-6,12.01,-0.007,85.273,89.987,304.202,13.113,0.005,6.921e-5,9.792,27.422,21.188,1.558,3.868,1.299,1.825,0.286,0.103,0.125,0.515,0.098,0.152,1.756e-4,0,0,0,0,4.271e-4,2.183,90,14.773,1009.147,0.001,340.251,0.2,2.153e6,4,12.566,0.018,0.079,0.009
1.231,36.173,36.173,67.533,67.69,-3.582,3.595,1.566,-7.962e-5,1.566,90.003,4.603,0.305,28.61,-80.6,0.754,-1.378e-6,15.5,-0.014,85.03,89.989,304.152,13.063,0.005,6.92e-5,9.792,27.456,21.185,1.568,3.693,1.24,1.819,0.286,0.103,0.125,0.515,0.072,0.112,4.602e-5,0,0,0,0,7.127e-4,2.166,90,14.765,1009.008,0.001,340.246,0.199,2.151e6,4,12.566,0.024,0.08,0.009
1.255,37.788,37.788,67.438,67.594,-4.381,4.383,1.676,-7.965e-5,1.676,90.003,4.601,0.141,28.61,-80.6,0.332,-4.059e-6,18.368,-0.028,84.62,89.992,304.083,12.994,0.005,6.92e-5,9.792,27.515,21.18,1.584,3.453,1.16,1.811,0.286,0.102,0.125,0.514,0.031,0.048,4.694e-5,0,0,0,0,0.001,2.144,90,14.754,1008.818,0.001,340.24,0.199,2.147e6,4,12.566,0.036,0.081,0.009
1.291,40.207,40.207,67.258,67.417,-5.598,5.654,1.842,-7.851e-5,1.842,90.002,4.618,0.79,28.61,-80.6,0.328,-1.992e-6,-18.32,-0.028,83.946,89.995,303.98,12.891,0.005,6.919e-5,9.792,27.516,21.174,1.586,3.094,1.04,1.801,0.286,0.102,0.125,0.514,0.031,0.049,9.72e-6,0,0,0,0,-0.001,2.126,90,14.739,1008.534,0.001,340.231,0.199,2.141e6,4,12.566,0.05,0.081,0.009
1.341,43.562,43.562,66.936,67.099,-7.294,7.435,2.074,-7.513e-5,2.074,90.002,4.676,1.444,28.61,-80.6,1.04,2.717e-5,-10.331,-0.02,83.199,89.999,303.836,12.747,0.005,6.919e-5,9.792,27.418,21.164,1.563,2.594,0.872,1.788,0.286,0.102,0.125,0.515,0.1,0.158,-3.077e-4,0,0,0,0,-3.222e-4,2.077,90,14.717,1008.141,0.001,340.217,0.198,2.131e6,4,12.566,0.017,0.082,0.009
1.358,44.714,44.714,66.805,66.971,-7.855,7.997,2.155,-7.358e-5,2.155,90.002,4.702,1.501,28.61,-80.6,1.145,2.572e-5,-6.089,-0.02,83.057,90.002,303.786,12.697,0.005,6.919e-5,9.792,27.404,21.161,1.561,2.422,0.814,1.782,0.286,0.102,0.125,0.516,0.111,0.173,4.76e-4,0,0,0,0,-1.124e-4,2.082,90,14.709,1008.006,0.001,340.213,0.197,2.126e6,4,12.566,0.016,0.083,0.009
1.374,45.764,45.764,66.678,66.845,-8.35,8.474,2.229,-7.218e-5,2.229,90.002,4.725,1.447,28.61,-80.6,1.153,2.595e-5,-2.051,-0.021,82.993,90.005,303.741,12.652,0.005,6.918e-5,9.792,27.403,21.158,1.561,2.265,0.761,1.776,0.286,0.102,0.125,0.516,0.112,0.175,-4.782e-4,0,0,0,0,-1.28e-5,2.111,90,14.703,1007.883,0.001,340.209,0.197,2.122e6,4,12.566,0.016,0.084,0.009
1.389,46.806,46.806,66.544,66.713,-8.827,8.926,2.303,-7.088e-5,2.303,90.002,4.747,1.32,28.61,-80.6,1.098,2.547e-5,1.864,-0.022,82.992,90.008,303.696,12.607,0.005,6.918e-5,9.792,27.41,21.156,1.564,2.108,0.709,1.768,0.286,0.102,0.125,0.516,0.106,0.166,-4.986e-4,0,0,0,0,1.061e-5,2.141,90,14.696,1007.76,0.001,340.205,0.197,2.118e6,4,12.566,0.016,0.084,0.009
1.406,47.902,47.902,66.394,66.565,-9.32,9.389,2.381,-6.972e-5,2.381,90.002,4.767,1.135,28.61,-80.6,0.995,2.584e-5,5.665,-0.022,83.055,90.01,303.648,12.559,0.005,6.918e-5,9.792,27.424,21.153,1.568,1.943,0.654,1.759,0.286,0.102,0.125,0.515,0.096,0.15,2.64e-4,0,0,0,0,9.84e-5,2.153,90,14.689,1007.632,0.001,340.2,0.196,2.113e6,4,12.566,0.018,0.085,0.009
1.424,49.119,49.119,66.218,66.391,-9.862,9.902,2.469,-6.876e-5,2.469,90.002,4.786,0.896,28.61,-80.6,0.848,2.624e-5,9.38,-0.031,83.194,90.012,303.595,12.507,0.005,6.918e-5,9.792,27.443,21.149,1.574,1.76,0.592,1.748,0.286,0.102,0.125,0.515,0.081,0.127,5.34e-5,0,0,0,0,2.712e-4,2.126,90,14.681,1007.489,0.001,340.195,0.196,2.108e6,4,12.566,0.022,0.086,0.009
1.446,50.557,50.557,65.996,66.171,-10.493,10.507,2.573,-6.816e-5,2.573,90.002,4.801,0.544,28.61,-80.6,0.599,2.429e-5,12.796,-0.041,83.437,90.014,303.533,12.444,0.005,6.917e-5,9.792,27.477,21.145,1.583,1.542,0.519,1.734,0.286,0.102,0.125,0.514,0.057,0.089,1.393e-4,0,0,0,0,5.082e-4,2.093,90,14.671,1007.32,0.001,340.19,0.195,2.1e6,4,12.566,0.031,0.086,0.008
1.477,52.612,52.612,65.655,65.831,-11.399,11.399,2.723,-6.846e-5,2.723,90.001,4.81,0.028,28.61,-80.6,0.203,2.547e-5,15.454,-0.112,83.885,90.015,303.443,12.354,0.005,6.917e-5,9.792,27.533,21.139,1.598,1.23,0.414,1.714,0.286,0.102,0.125,0.514,0.019,0.029,-2.598e-5,0,0,0,0,7.49e-4,1.988,90,14.658,1007.08,0.001,340.182,0.194,2.089e6,4,12.566,0.047,0.087,0.008
1.524,55.673,55.673,65.089,65.265,-12.777,12.798,2.948,-7.093e-5,2.948,90.001,4.794,0.737,28.61,-80.6,0.439,2.816e-5,-14.307,-0.05,84.605,90.013,303.308,12.219,0.005,6.916e-5,9.792,27.499,21.131,1.592,0.762,0.257,1.684,0.286,0.102,0.125,0.514,0.041,0.066,2.403e-4,0,0,0,0,-6.534e-4,1.857,90,14.638,1006.721,0.001,340.17,0.192,2.07e6,4,12.566,0.044,0.088,0.008
1.567,58.494,58.494,64.504,64.679,-14.083,14.142,3.156,-7.46e-5,3.156,90.001,4.749,1.292,28.61,-80.6,0.898,1.336e-5,-8.086,-0.025,85.107,90.005,303.183,12.094,0.005,6.916e-5,9.792,27.436,21.123,1.578,0.327,0.11,1.656,0.286,0.102,0.125,0.515,0.086,0.136,4.017e-4,0,0,0,0,-2.125e-4,1.793,90,14.62,1006.39,0.001,340.158,0.191,2.051e6,4,12.566,0.021,0.089,0.008
1.589,59.874,59.874,64.195,64.369,-14.732,14.803,3.258,-7.642e-5,3.258,90.001,4.719,1.452,28.61,-80.6,1.014,1.397e-5,-3.796,-0.022,85.235,89.999,303.121,12.032,0.005,6.915e-5,9.792,27.42,21.119,1.575,0.112,0.038,1.641,0.286,0.102,0.125,0.515,0.098,0.154,-3.807e-4,0,0,0,0,-4.729e-5,1.778,90,14.611,1006.228,0.001,340.153,0.19,2.041e6,4,12.566,0.011,0.09,0.008
# Event BURNOUT occurred at t=1.6 seconds
1.6,60.593,60.593,64.028,64.201,-15.073,15.147,3.311,-7.73e-5,3.311,90.001,4.703,1.496,28.61,-80.6,1.037,1.361e-5,-1.418,-0.022,85.264,89.996,303.089,12,0.005,6.915e-5,9.792,27.417,21.117,1.575,0,0,1.632,0.286,0.102,0.125,0.515,0.1,0.158,1.492e-4,0,0,0,0,-6.635e-6,1.77,90,14.606,1006.143,0.001,340.15,0.189,2.035e6,4,12.566,0.017,0.092,0.008
1.617,61.669,61.669,63.775,63.946,-15.029,15.104,3.39,-7.843e-5,3.39,90.001,4.677,1.503,28.61,-80.6,1.055,1.484e-5,2.21,-0.026,85.258,89.991,303.089,12,0.005,6.915e-5,9.792,27.415,21.117,1.574,0,0,1.619,0.286,0.102,0.125,0.515,0.102,0.16,-4.18e-4,0,0,0,0,1.625e-5,1.797,90,14.599,1006.017,0.001,340.146,0.188,2.027e6,4,12.566,0.019,0.093,0.008
1.635,62.852,62.852,63.496,63.666,-14.984,15.053,3.476,-7.933e-5,3.476,90.001,4.65,1.444,28.61,-80.6,1.004,1.476e-5,6.123,-0.018,85.18,89.987,303.089,12,0.005,6.915e-5,9.792,27.421,21.117,1.576,0,0,1.604,0.286,0.102,0.125,0.515,0.097,0.152,-4.607e-4,0,0,0,0,1.258e-4,1.827,90,14.591,1005.878,0.001,340.141,0.188,2.018e6,4,12.566,0.02,0.094,0.008
1.655,64.101,64.101,63.201,63.37,-14.939,14.996,3.568,-7.979e-5,3.568,90.001,4.623,1.306,28.61,-80.6,0.868,1.717e-5,9.865,-0.018,85.022,89.986,303.089,12,0.005,6.915e-5,9.792,27.439,21.117,1.581,0,0,1.588,0.286,0.102,0.125,0.514,0.083,0.131,-3.104e-4,0,0,0,0,3.294e-4,1.849,90,14.583,1005.732,0.001,340.136,0.187,2.009e6,4,12.566,0.023,0.095,0.008
1.678,65.562,65.562,62.855,63.023,-14.894,14.931,3.675,-7.964e-5,3.675,90.001,4.595,1.049,28.61,-80.6,0.599,1.606e-5,13.24,-0.017,84.751,89.987,303.089,12,0.005,6.915e-5,9.792,27.476,21.117,1.59,0,0,1.569,0.286,0.102,0.124,0.514,0.057,0.089,1.97e-4,0,0,0,0,6.001e-4,1.843,90,14.574,1005.561,0.001,340.131,0.186,1.998e6,4,12.566,0.034,0.095,0.008
1.713,67.712,67.712,62.344,62.511,-14.841,14.854,3.832,-7.818e-5,3.832,90.001,4.567,0.63,28.61,-80.6,0.123,1.29e-5,15.611,-0.071,84.247,89.993,303.089,12,0.005,6.915e-5,9.792,27.543,21.117,1.607,0,0,1.541,0.286,0.102,0.124,0.513,0.011,0.017,-3.335e-5,0,0,0,0,8.478e-4,1.85,90,14.56,1005.308,0.001,340.122,0.184,1.981e6,4,12.566,0.05,0.096,0.008
1.763,70.811,70.811,61.604,61.772,-14.787,14.787,4.06,-7.434e-5,4.06,90.001,4.549,0.056,28.61,-80.6,0.567,1.399e-5,-13.487,-0.012,83.493,90,303.089,12,0.005,6.915e-5,9.792,27.48,21.117,1.591,0,0,1.506,0.286,0.102,0.124,0.513,0.054,0.085,2.989e-4,0,0,0,0,-6.479e-4,1.86,90,14.54,1004.945,0.001,340.11,0.182,1.957e6,4,12.566,0.037,0.097,0.008
1.8,73.107,73.107,61.051,61.22,-14.754,14.757,4.23,-7.101e-5,4.23,90.001,4.555,0.31,28.61,-80.6,0.997,1.089e-5,-7.849,-0.01,83.085,90.004,303.089,12,0.005,6.915e-5,9.792,27.421,21.117,1.576,0,0,1.481,0.286,0.102,0.124,0.514,0.096,0.151,-1.83e-4,0,0,0,0,-2.235e-4,1.774,90,14.525,1004.676,0.001,340.101,0.18,1.939e6,4,12.566,0.021,0.098,0.008
1.822,74.416,74.416,60.734,60.905,-14.717,14.722,4.328,-6.918e-5,4.328,90.001,4.562,0.389,28.61,-80.6,1.095,9.219e-6,-3.636,-0.008,82.961,90.006,303.089,12,0.005,6.915e-5,9.792,27.408,21.117,1.573,0,0,1.466,0.286,0.102,0.124,0.515,0.106,0.167,-2.201e-4,0,0,0,0,-4.846e-5,1.761,90,14.516,1004.522,0.001,340.096,0.18,1.929e6,4,12.566,0.02,0.098,0.008
1.841,75.607,75.607,60.445,60.618,-14.671,14.676,4.418,-6.768e-5,4.418,90.001,4.57,0.389,28.61,-80.6,1.103,1.162e-5,0.372,-0.008,82.929,90.008,303.089,12,0.005,6.915e-5,9.792,27.407,21.117,1.573,0,0,1.452,0.286,0.102,0.124,0.515,0.107,0.168,1.457e-4,0,0,0,0,5.12e-7,1.749,90,14.509,1004.383,0.001,340.091,0.179,1.92e6,4,12.566,0.02,0.099,0.008
1.861,76.797,76.797,60.156,60.33,-14.613,14.616,4.508,-6.636e-5,4.508,90.001,4.577,0.32,28.61,-80.6,1.028,1.269e-5,4.238,-0.005,82.975,90.009,303.089,12,0.005,6.915e-5,9.792,27.417,21.117,1.575,0,0,1.438,0.286,0.102,0.124,0.514,0.099,0.156,-3.732e-6,0,0,0,0,6.709e-5,1.743,90,14.501,1004.243,0.001,340.086,0.178,1.911e6,4,12.566,0.021,0.099,0.008
1.882,78.083,78.083,59.844,60.019,-14.539,14.54,4.606,-6.518e-5,4.606,90.001,4.583,0.177,28.61,-80.6,0.862,1.115e-5,7.908,-0.002,83.106,90.008,303.089,12,0.005,6.915e-5,9.792,27.439,21.117,1.581,0,0,1.421,0.286,0.102,0.124,0.514,0.082,0.13,1.889e-4,0,0,0,0,2.36e-4,1.741,90,14.492,1004.092,0.001,340.081,0.177,1.901e6,4,12.566,0.026,0.1,0.008
1.908,79.633,79.633,59.467,59.644,-14.441,14.442,4.725,-6.405e-5,4.725,90.001,4.584,0.07,28.61,-80.6,0.56,1.21e-5,11.213,-0.011,83.358,90.007,303.089,12,0.005,6.915e-5,9.792,27.48,21.117,1.591,0,0,1.402,0.286,0.102,0.124,0.513,0.053,0.084,3.466e-4,0,0,0,0,4.804e-4,1.753,90,14.482,1003.91,0.001,340.075,0.176,1.889e6,4,12.566,0.039,0.1,0.008
1.947,81.939,81.939,58.908,59.085,-14.298,14.307,4.904,-6.275e-5,4.904,90.001,4.573,0.518,28.61,-80.6,0.03,1.193e-5,-12.999,-0.269,83.842,90.005,303.089,12,0.005,6.915e-5,9.792,27.556,21.117,1.61,0,0,1.374,0.286,0.102,0.124,0.512,0.003,0.005,-4.495e-4,0,0,0,0,-6.576e-4,1.814,90,14.467,1003.64,0.001,340.066,0.174,1.871e6,4,12.566,0.05,0.101,0.008
1.997,84.866,84.866,58.196,58.373,-14.15,14.182,5.131,-6.132e-5,5.131,90.001,4.535,0.96,28.61,-80.6,0.643,1.384e-5,-9.983,-0.012,84.437,90.004,303.089,12,0.005,6.915e-5,9.792,27.468,21.117,1.588,0,0,1.342,0.286,0.102,0.124,0.513,0.061,0.097,3.49e-4,0,0,0,0,-3.974e-4,1.793,90,14.448,1003.297,0.001,340.055,0.172,1.848e6,4,12.566,0.037,0.102,0.007
2.034,87.002,87.002,57.677,57.852,-14.058,14.107,5.298,-6.016e-5,5.298,90.001,4.495,1.174,28.61,-80.6,0.944,1.945e-5,-4.995,-0.006,84.719,90.001,303.089,12,0.005,6.915e-5,9.792,27.427,21.117,1.578,0,0,1.32,0.286,0.102,0.124,0.514,0.091,0.143,-5.498e-5,0,0,0,0,-1.013e-4,1.796,90,14.434,1003.046,0.001,340.046,0.171,1.831e6,4,12.566,0.025,0.102,0.007
2.06,88.467,88.467,57.319,57.493,-13.999,14.058,5.412,-5.924e-5,5.412,90.001,4.464,1.286,28.61,-80.6,1.1,1.987e-5,-0.736,-0.005,84.793,90,303.089,12,0.005,6.915e-5,9.792,27.406,21.117,1.572,0,0,1.305,0.286,0.102,0.124,0.514,0.107,0.167,-3.241e-4,0,0,0,0,-2.228e-6,1.871,90,14.425,1002.874,0.001,340.04,0.17,1.82e6,4,12.566,0.022,0.103,0.007
2.082,89.73,89.73,57.01,57.183,-13.949,14.018,5.51,-5.83e-5,5.51,90.001,4.435,1.394,28.61,-80.6,1.24,1.77e-5,3.545,-0.005,84.763,89.999,303.089,12,0.005,6.915e-5,9.792,27.388,21.117,1.568,0,0,1.293,0.287,0.102,0.124,0.515,0.121,0.19,1.49e-4,0,0,0,0,5.217e-5,2.037,90,14.417,1002.726,0.001,340.035,0.169,1.811e6,4,12.566,0.02,0.104,0.007
2.101,90.849,90.849,56.737,56.907,-13.906,13.978,5.597,-5.731e-5,5.597,90.001,4.407,1.418,28.61,-80.6,1.274,1.909e-5,7.61,-0.007,84.654,89.998,303.089,12,0.005,6.915e-5,9.792,27.384,21.117,1.567,0,0,1.281,0.287,0.102,0.124,0.515,0.124,0.195,-3.543e-4,0,0,0,0,2.426e-4,2.178,90,14.409,1002.595,0.001,340.031,0.168,1.802e6,4,12.566,0.019,0.105,0.007
2.121,91.943,91.943,56.468,56.638,-13.87,13.931,5.682,-5.62e-5,5.682,90.001,4.38,1.309,28.61,-80.6,1.143,1.916e-5,11.396,-0.011,84.469,89.997,303.089,12,0.005,6.915e-5,9.792,27.4,21.117,1.571,0,0,1.268,0.287,0.102,0.124,0.514,0.111,0.174,-3.418e-4,0,0,0,0,5.491e-4,2.228,90,14.402,1002.467,0.001,340.027,0.167,1.794e6,4,12.566,0.022,0.105,0.007
2.143,93.175,93.175,56.165,56.334,-13.833,13.879,5.778,-5.472e-5,5.778,90.001,4.354,1.132,28.61,-80.6,0.919,2.099e-5,14.988,-0.01,84.179,89.995,303.089,12,0.005,6.915e-5,9.792,27.43,21.117,1.578,0,0,1.253,0.287,0.102,0.124,0.513,0.088,0.138,-3.289e-4,0,0,0,0,9.597e-4,2.284,90,14.394,1002.322,0.001,340.022,0.166,1.784e6,4,12.566,0.028,0.106,0.007
2.17,94.73,94.73,55.781,55.949,-13.798,13.822,5.898,-5.245e-5,5.898,90.001,4.326,0.811,28.61,-80.6,0.483,2.317e-5,18.051,-0.017,83.715,89.995,303.089,12,0.005,6.915e-5,9.792,27.489,21.117,1.593,0,0,1.233,0.287,0.102,0.124,0.512,0.045,0.071,-4.478e-4,0,0,0,0,0.001,2.293,90,14.384,1002.14,0.001,340.016,0.165,1.772e6,4,12.566,0.042,0.106,0.007
2.212,97.043,97.043,55.207,55.374,-13.77,13.773,6.078,-4.828e-5,6.078,90,4.303,0.295,28.61,-80.6,0.282,2.422e-5,-18.645,-0.021,82.934,89.998,303.089,12,0.005,6.915e-5,9.792,27.518,21.117,1.6,0,0,1.207,0.287,0.102,0.123,0.512,0.026,0.043,1.65e-4,0,0,0,0,-0.002,2.264,90,14.369,1001.868,0.001,340.007,0.164,1.754e6,4,12.566,0.05,0.107,0.007
2.262,99.787,99.787,54.518,54.688,-13.758,13.76,6.293,-4.246e-5,6.293,90,4.303,0.233,28.61,-80.6,1.067,2.135e-5,-13.299,-0.004,82.112,90.001,303.089,12,0.005,6.915e-5,9.792,27.41,21.117,1.573,0,0,1.181,0.287,0.102,0.123,0.514,0.103,0.163,6.635e-5,0,0,0,0,-8.016e-4,2.218,90,14.351,1001.547,0.001,339.996,0.161,1.731e6,4,12.566,0.025,0.108,0.007
2.287,101.144,101.144,54.175,54.346,-13.739,13.744,6.401,-3.942e-5,6.401,90,4.311,0.377,28.61,-80.6,1.285,2.078e-5,-8.873,-0.003,81.834,90.002,303.089,12,0.005,6.915e-5,9.792,27.381,21.117,1.566,0,0,1.168,0.287,0.102,0.123,0.514,0.126,0.197,4.032e-4,0,0,0,0,-3.613e-4,2.227,90,14.343,1001.388,0.001,339.99,0.16,1.721e6,4,12.566,0.021,0.109,0.007
2.308,102.273,102.273,53.888,54.061,-13.71,13.717,6.491,-3.686e-5,6.491,90,4.319,0.427,28.61,-80.6,1.37,2.038e-5,-4.734,-0.006,81.691,90.003,303.089,12,0.005,6.915e-5,9.792,27.37,21.117,1.563,0,0,1.156,0.287,0.102,0.123,0.515,0.134,0.21,3.703e-4,0,0,0,0,-1.039e-4,2.239,90,14.335,1001.255,0.001,339.986,0.16,1.712e6,4,12.566,0.02,0.109,0.007
2.328,103.341,103.341,53.616,53.791,-13.671,13.677,6.577,-3.447e-5,6.577,90,4.328,0.413,28.61,-80.6,1.362,2.007e-5,-0.743,-0.008,81.637,90.005,303.089,12,0.005,6.915e-5,9.792,27.371,21.117,1.564,0,0,1.144,0.287,0.102,0.123,0.514,0.133,0.208,-1.559e-4,0,0,0,0,-2.585e-6,2.257,90,14.328,1001.13,0.001,339.982,0.159,1.703e6,4,12.566,0.02,0.11,0.007
2.348,104.422,104.422,53.34,53.516,-13.619,13.623,6.664,-3.213e-5,6.664,90,4.335,0.345,28.61,-80.6,1.273,2.052e-5,3.124,-0.004,81.661,90.005,303.089,12,0.005,6.915e-5,9.792,27.383,21.117,1.566,0,0,1.132,0.287,0.102,0.123,0.514,0.124,0.195,5.384e-5,0,0,0,0,4.616e-5,2.276,90,14.321,1001.003,0.001,339.978,0.158,1.694e6,4,12.566,0.022,0.11,0.007
2.37,105.584,105.584,53.044,53.221,-13.559,13.561,6.759,-2.972e-5,6.759,90,4.342,0.256,28.61,-80.6,1.146,1.92e-5,6.916,-0.004,81.772,90.006,303.089,12,0.005,6.915e-5,9.792,27.399,21.117,1.571,0,0,1.118,0.287,0.102,0.123,0.514,0.111,0.174,4.055e-4,0,0,0,0,2.287e-4,2.248,90,14.314,1000.867,0.001,339.973,0.157,1.685e6,4,12.566,0.025,0.111,0.007
2.395,106.891,106.891,52.709,52.888,-13.482,13.482,6.866,-2.716e-5,6.866,90,4.347,0.106,28.61,-80.6,0.919,1.689e-5,10.517,-0.009,81.989,90.005,303.089,12,0.005,6.915e-5,9.792,27.429,21.117,1.578,0,0,1.103,0.287,0.102,0.123,0.513,0.088,0.138,-1.804e-4,0,0,0,0,5.357e-4,2.211,90,14.305,1000.714,0.001,339.968,0.156,1.674e6,4,12.566,0.031,0.111,0.007
2.426,108.544,108.544,52.286,52.467,-13.378,13.379,7.003,-2.411e-5,7.003,90,4.346,0.15,28.61,-80.6,0.508,1.679e-5,13.618,-0.015,82.374,90.005,303.089,12,0.005,6.915e-5,9.792,27.485,21.117,1.592,0,0,1.083,0.287,0.102,0.123,0.512,0.048,0.075,1.982e-4,0,0,0,0,9.127e-4,2.183,90,14.294,1000.52,0.001,339.961,0.155,1.66e6,4,12.566,0.047,0.112,0.007
2.473,110.999,110.999,51.658,51.839,-13.233,13.246,7.208,-1.977e-5,7.208,90,4.329,0.585,28.61,-80.6,0.25,1.514e-5,-14.5,-0.037,83.057,90.003,303.089,12,0.005,6.915e-5,9.792,27.521,21.117,1.601,0,0,1.056,0.287,0.102,0.123,0.512,0.023,0.039,-1.172e-4,0,0,0,0,-0.001,2.191,90,14.279,1000.232,0.001,339.952,0.153,1.64e6,4,12.566,0.05,0.112,0.007
2.523,113.566,113.566,50.999,51.18,-13.111,13.147,7.424,-1.523e-5,7.424,90,4.289,0.971,28.61,-80.6,0.932,1.123e-5,-10.334,-0.01,83.695,89.999,303.089,12,0.005,6.915e-5,9.792,27.427,21.117,1.577,0,0,1.032,0.287,0.102,0.123,0.513,0.089,0.142,2.172e-4,0,0,0,0,-5.522e-4,2.188,90,14.262,999.931,0.001,339.942,0.151,1.619e6,4,12.566,0.033,0.113,0.007
